-450,0.0178072
-449.993,0.0188464
-449.987,0.0185425
-449.98,0.0178106
-449.974,0.0178117
-449.967,0.0174468
-449.961,0.0176309
-449.954,0.0177541
-449.948,0.0172062
-449.941,0.0169023
-449.935,0.0173914
-449.928,0.0178195
-449.922,0.0183706
-449.915,0.0175778
-449.909,0.0191659
-449.902,0.017458
-449.896,0.0167271
-449.889,0.0177652
-449.882,0.0174003
-449.876,0.0181955
-449.869,0.0181965
-449.863,0.0180137
-449.856,0.0177708
-449.85,0.0180159
-449.843,0.018567
-449.837,0.0182021
-449.83,0.0171042
-449.824,0.0172884
-449.817,0.0185105
-449.811,0.0188776
-449.804,0.0179627
-449.798,0.0172928
-449.791,0.0181479
-449.784,0.0182111
-449.778,0.0187612
-449.771,0.0185793
-449.765,0.0176034
-449.758,0.0177875
-449.752,0.0178496
-449.745,0.0170578
-449.739,0.0170589
-449.732,0.018158
-449.726,0.0179761
-449.719,0.0176112
-449.713,0.0172463
-449.706,0.0173085
-449.7,0.0176756
-449.693,0.0177987
-449.687,0.0174948
-449.68,0.016764
-449.674,0.0157881
-449.667,0.0165222
-449.661,0.0178653
-449.654,0.0179884
-449.647,0.0178675
-449.641,0.0178687
-449.634,0.0171378
-449.628,0.0169559
-449.621,0.017079
-449.615,0.0174461
-449.608,0.0178742
-449.602,0.0170824
-449.595,0.0167785
-449.589,0.0174506
-449.582,0.0180617
-449.576,0.0175138
-449.569,0.0172709
-449.562,0.0171501
-449.556,0.0169682
-449.549,0.0171523
-449.543,0.0170924
-449.536,0.0174596
-449.53,0.0181927
-449.523,0.0189878
-449.517,0.0181949
-449.51,0.017647
-449.504,0.0181971
-449.497,0.0189923
-449.491,0.0180774
-449.484,0.0169805
-449.478,0.0164316
-449.471,0.0171048
-449.465,0.0183879
-449.458,0.018572
-449.452,0.0180231
-449.445,0.0183912
-449.439,0.0185753
-449.432,0.0180875
-449.426,0.0182106
-449.419,0.0182117
-449.412,0.0182128
-449.406,0.017909
-449.399,0.0175441
-449.393,0.0180942
-449.386,0.0191943
-449.38,0.0194394
-449.373,0.0190135
-449.367,0.0185877
-449.36,0.0180998
-449.354,0.0184069
-449.347,0.018469
-449.341,0.0184702
-449.334,0.0180433
-449.327,0.0177394
-449.321,0.0184735
-449.314,0.0182917
-449.308,0.0175598
-449.301,0.0179269
-449.295,0.0186
-449.288,0.0178681
-449.282,0.0173202
-449.275,0.0179314
-449.269,0.0182995
-449.262,0.0184226
-449.256,0.0184237
-449.249,0.0180579
-449.243,0.018242
-449.236,0.0175721
-449.23,0.0177562
-449.223,0.0175744
-449.217,0.0181245
-449.21,0.0186756
-449.204,0.0184937
-449.197,0.0182499
-449.191,0.017763
-449.184,0.0173981
-449.177,0.0180702
-449.171,0.0186214
-449.164,0.0185005
-449.158,0.0186236
-449.151,0.0188077
-449.145,0.0196018
-449.138,0.019603
-449.132,0.0183231
-449.125,0.0182622
-449.119,0.0180803
-449.112,0.0177154
