Com,4
Node,384
SN,2418-0384
Firmware,8.00
Num Channels,4
Sample Rate,4 Hz
Date (GMT),13/05/2014 07:56:49
Time (GMT),07:56:46:189


Calibration Coefficients
Channel,1,Slope,0.00417537,Offset,-8.3904,Units,G
Channel,2,Slope,0.00420168,Offset,-8.46218,Units,G
Channel,3,Slope,0.00422833,Offset,-8.38689,Units,G
Channel,4,Slope,0.117188,Offset,-67.84,Units,°C

Timestamp (GMT),Timer Tick,Channel 1,Channel 2,Channel 3,Channel 4,Node RSSI (dBm),Base RSSI (dBm)
13/05/2014 07:57:17.256750000,117,0.002093954943,0.004204974044,-0.9957692027,45.83236313,-17,-55
13/05/2014 07:57:17.506750000,118,0.002093954943,0.008406654,-0.9999974966,45.83236313,-17,-55
13/05/2014 07:57:17.756750000,119,-0.00208141515,0.01681001484,-1.008454204,45.83236313,-17,-55
13/05/2014 07:57:18.006750000,120,-0.006256785244,0.0210116934,-1.012682557,45.83236313,-17,-56
13/05/2014 07:57:18.256750000,121,0.006269325037,0.008406654,-1.008454204,45.83236313,-17,-56
13/05/2014 07:57:18.506750000,122,0.002093954943,0.004204974044,-0.9957692027,45.83236313,-17,-56
13/05/2014 07:57:18.756750000,123,-0.00208141515,0.008406654,-1.012682557,45.83236313,-17,-56
13/05/2014 07:57:19.006750000,124,-0.00208141515,0.008406654,-0.9999974966,45.83236313,-18,-55
13/05/2014 07:57:19.256750000,125,-0.00208141515,0.01260833442,-1.00422585,45.83236313,-18,-55
13/05/2014 07:57:19.506750000,126,0.002093954943,0.008406654,-1.008454204,45.83236313,-18,-55
13/05/2014 07:57:19.756750000,127,-0.00208141515,3.294087946e-006,-1.012682557,45.83236313,-18,-55
13/05/2014 07:57:20.006750000,128,0.006269325037,3.294087946e-006,-1.012682557,45.83236313,-17,-56
13/05/2014 07:57:20.256750000,129,-0.006256785244,0.01260833442,-1.012682557,45.94955063,-17,-56
13/05/2014 07:57:20.506750000,130,0.002093954943,0.004204974044,-0.9788558483,45.94955063,-17,-56
13/05/2014 07:57:20.756750000,131,-0.00208141515,0.004204974044,-1.016910791,45.94955063,-17,-56
13/05/2014 07:57:21.006750000,132,-0.00208141515,3.294087946e-006,-0.9915408492,45.94955063,-17,-55
13/05/2014 07:57:21.256750000,133,-0.01460752543,-0.008400065824,-1.008454204,45.94955063,-17,-55
13/05/2014 07:57:21.506750000,134,-0.01460752543,0.01681001484,-1.00422585,45.94955063,-17,-55
13/05/2014 07:57:21.756750000,135,-0.00208141515,0.01681001484,-1.008454204,45.94955063,-17,-55
13/05/2014 07:57:22.006750000,136,0.006269325037,0.01681001484,-1.00422585,45.94955063,-17,-55
13/05/2014 07:57:22.256750000,137,0.002093954943,0.008406654,-1.008454204,45.94955063,-17,-55
13/05/2014 07:57:22.506750000,138,-0.00208141515,3.294087946e-006,-1.00422585,45.94955063,-17,-55
13/05/2014 07:57:22.756750000,139,-0.006256785244,0.004204974044,-1.008454204,45.94955063,-17,-55
13/05/2014 07:57:23.006750000,140,0.002093954943,0.01260833442,-1.008454204,45.94955063,-17,-55
13/05/2014 07:57:23.256750000,141,0.01044469513,3.294087946e-006,-1.012682557,45.94955063,-17,-55
13/05/2014 07:57:23.506750000,142,-0.00208141515,0.01681001484,-1.012682557,45.94955063,-17,-55
13/05/2014 07:57:23.756750000,143,0.002093954943,0.0210116934,-1.008454204,45.94955063,-17,-55
13/05/2014 07:57:24.006750000,144,-0.00208141515,0.01681001484,-1.012682557,45.83236313,-17,-55
13/05/2014 07:57:24.256750000,145,0.002093954943,0.01260833442,-1.008454204,45.94955063,-17,-55
13/05/2014 07:57:24.506750000,146,0.006269325037,0.004204974044,-1.00422585,45.94955063,-17,-55
13/05/2014 07:57:24.756750000,147,0.002093954943,0.01260833442,-0.9999974966,45.94955063,-17,-55
13/05/2014 07:57:25.006750000,148,-0.00208141515,0.004204974044,-1.00422585,45.94955063,-17,-56
13/05/2014 07:57:25.256750000,149,-0.00208141515,0.008406654,-1.00422585,45.94955063,-17,-56
13/05/2014 07:57:25.506750000,150,0.01044469513,0.008406654,-1.008454204,45.94955063,-17,-56
13/05/2014 07:57:25.756750000,151,-0.006256785244,0.0210116934,-1.008454204,45.94955063,-17,-56
13/05/2014 07:57:26.006750000,152,0.01044469513,0.01260833442,-1.00422585,45.94955063,-17,-56
13/05/2014 07:57:26.256750000,153,-0.00208141515,0.008406654,-1.00422585,45.94955063,-17,-56
13/05/2014 07:57:26.506750000,154,0.002093954943,0.01260833442,-1.008454204,45.94955063,-17,-56
13/05/2014 07:57:26.756750000,155,0.002093954943,0.01260833442,-1.008454204,45.94955063,-17,-56
13/05/2014 07:57:27.006750000,156,-0.00208141515,3.294087946e-006,-1.008454204,45.94955063,-18,-56
13/05/2014 07:57:27.256750000,157,-0.006256785244,0.01681001484,-0.9999974966,45.94955063,-18,-56
13/05/2014 07:57:27.506750000,158,-0.006256785244,0.008406654,-1.008454204,45.94955063,-18,-56
13/05/2014 07:57:27.756750000,159,0.002093954943,0.004204974044,-1.00422585,45.94955063,-18,-56
13/05/2014 07:57:28.006750000,160,-0.00208141515,0.008406654,-1.00422585,45.94955063,-16,-55
13/05/2014 07:57:28.256750000,161,0.002093954943,3.294087946e-006,-1.00422585,45.94955063,-16,-55
13/05/2014 07:57:28.506750000,162,0.006269325037,0.01260833442,-1.012682557,45.94955063,-16,-55
13/05/2014 07:57:28.756750000,163,-0.00208141515,0.004204974044,-1.008454204,45.94955063,-16,-55
13/05/2014 07:57:29.006750000,164,0.002093954943,0.008406654,-1.00422585,45.94955063,-17,-55
13/05/2014 07:57:29.256750000,165,-0.00208141515,0.01681001484,-0.9999974966,45.94955063,-17,-55
13/05/2014 07:57:29.506750000,166,-0.01460752543,3.294087946e-006,-0.9746275544,45.94955063,-17,-55
13/05/2014 07:57:29.756750000,167,-0.0104321558,0.01260833442,-0.9957692027,45.94955063,-17,-55
13/05/2014 07:57:30.006750000,168,0.006269325037,0.004204974044,-1.00422585,45.94955063,-16,-55
13/05/2014 07:57:30.256750000,169,-0.0104321558,0.0210116934,-1.012682557,45.94955063,-16,-55
13/05/2014 07:57:30.506750000,170,-0.00208141515,0.004204974044,-1.008454204,45.94955063,-16,-55
13/05/2014 07:57:30.756750000,171,0.002093954943,0.01260833442,-1.008454204,45.94955063,-16,-55
13/05/2014 07:57:31.006750000,172,0.002093954943,0.004204974044,-1.012682557,46.06673813,-16,-55
13/05/2014 07:57:31.256750000,173,-0.006256785244,3.294087946e-006,-0.9999974966,45.94955063,-16,-55
13/05/2014 07:57:31.506750000,174,0.01044469513,0.008406654,-1.008454204,45.94955063,-16,-55
13/05/2014 07:57:31.756750000,175,-0.00208141515,3.294087946e-006,-0.9999974966,46.06673813,-16,-55
13/05/2014 07:57:32.006750000,176,-0.006256785244,0.01260833442,-1.00422585,46.06673813,-16,-55
13/05/2014 07:57:32.256750000,177,-0.006256785244,0.01681001484,-0.9957692027,46.06673813,-16,-55
13/05/2014 07:57:32.506750000,178,0.002093954943,3.294087946e-006,-1.008454204,46.06673813,-16,-55
