-125,-3.93755
-124.993,-3.9362
-124.987,-3.93621
-124.98,-3.93664
-124.974,-3.93635
-124.967,-3.9364
-124.961,-3.93593
-124.954,-3.9355
-124.948,-3.93575
-124.941,-3.93575
-124.935,-3.93497
-124.928,-3.93424
-124.922,-3.93339
-124.915,-3.93388
-124.909,-3.932
-124.902,-3.9334
-124.896,-3.93384
-124.889,-3.9325
-124.882,-3.93257
-124.876,-3.93147
-124.869,-3.93117
-124.863,-3.93105
-124.856,-3.931
-124.85,-3.93045
-124.843,-3.92961
-124.837,-3.92967
-124.83,-3.93047
-124.824,-3.92998
-124.817,-3.92847
-124.811,-3.9278
-124.804,-3.92842
-124.798,-3.92878
-124.791,-3.92764
-124.784,-3.92727
-124.778,-3.92642
-124.771,-3.9263
-124.765,-3.92698
-124.758,-3.9265
-124.752,-3.92614
-124.745,-3.92663
-124.739,-3.92633
-124.732,-3.92493
-124.726,-3.92482
-124.719,-3.92488
-124.713,-3.92495
-124.706,-3.92458
-124.7,-3.92392
-124.693,-3.9235
-124.687,-3.92351
-124.68,-3.92393
-124.674,-3.92462
-124.667,-3.92358
-124.661,-3.92194
-124.654,-3.92152
-124.647,-3.92134
-124.641,-3.92104
-124.634,-3.92148
-124.628,-3.92135
-124.621,-3.92094
-124.615,-3.92027
-124.608,-3.91955
-124.602,-3.92003
-124.595,-3.92004
-124.589,-3.91907
-124.582,-3.91816
-124.576,-3.91841
-124.569,-3.91836
-124.562,-3.91817
-124.556,-3.91806
-124.549,-3.91758
-124.543,-3.91734
-124.536,-3.91667
-124.53,-3.91565
-124.523,-3.91455
-124.517,-3.91505
-124.51,-3.91529
-124.504,-3.91445
-124.497,-3.91335
-124.491,-3.91397
-124.484,-3.91476
-124.478,-3.91502
-124.471,-3.91404
-124.465,-3.91247
-124.458,-3.91198
-124.452,-3.91224
-124.445,-3.91156
-124.439,-3.91109
-124.432,-3.91127
-124.426,-3.91086
-124.419,-3.91055
-124.412,-3.91026
-124.406,-3.91026
-124.399,-3.91033
-124.393,-3.90948
-124.386,-3.90808
-124.38,-3.90753
-124.373,-3.90767
-124.367,-3.90779
-124.36,-3.90799
-124.354,-3.90737
-124.347,-3.90702
-124.341,-3.90671
-124.334,-3.90685
-124.327,-3.90685
-124.321,-3.90582
-124.314,-3.9057
-124.308,-3.90614
-124.301,-3.90547
-124.295,-3.90451
-124.288,-3.90493
-124.282,-3.90519
-124.275,-3.90427
-124.269,-3.90361
-124.262,-3.90319
-124.256,-3.90289
-124.249,-3.90296
-124.243,-3.90248
-124.236,-3.90285
-124.23,-3.90237
-124.223,-3.90225
-124.217,-3.90141
-124.21,-3.90055
-124.204,-3.90044
-124.197,-3.90038
-124.191,-3.90058
-124.184,-3.90064
-124.177,-3.89967
-124.171,-3.89882
-124.164,-3.89865
-124.158,-3.89822
-124.151,-3.89775
-124.145,-3.89665
-124.138,-3.89636
-124.132,-3.89733
-124.125,-3.8971
-124.119,-3.89698
-124.112,-3.89705
-124.106,-3.89669
-124.099,-3.89554
-124.092,-3.89487
-124.086,-3.89458
-124.079,-3.89439
-124.073,-3.89428
-124.066,-3.89453
-124.06,-3.89442
-124.053,-3.89466
-124.047,-3.89474
-124.04,-3.89443
-124.034,-3.89329
-124.027,-3.89243
-124.021,-3.89208
-124.014,-3.89129
-124.008,-3.89148
-124.001,-3.89142
-123.995,-3.8918
-123.988,-3.89205
-123.982,-3.89194
-123.975,-3.89145
-123.969,-3.89079
-123.962,-3.89
-123.956,-3.88934
-123.949,-3.88922
-123.942,-3.88874
-123.936,-3.88862
-123.929,-3.8887
-123.923,-3.88949
-123.916,-3.88938
-123.91,-3.88902
-123.903,-3.88842
-123.897,-3.8872
-123.89,-3.88629
-123.884,-3.88581
-123.877,-3.88607
-123.871,-3.88613
-123.864,-3.88608
-123.857,-3.88632
-123.851,-3.88634
-123.844,-3.88548
-123.838,-3.88489
-123.831,-3.88434
-123.825,-3.88392
-123.818,-3.88362
-123.812,-3.88345
-123.805,-3.88315
-123.799,-3.8831
-123.792,-3.88273
-123.786,-3.88232
-123.779,-3.88214
-123.773,-3.88093
-123.766,-3.88044
-123.76,-3.8807
-123.753,-3.88021
-123.747,-3.87961
-123.74,-3.87968
-123.734,-3.87951
-123.727,-3.87945
-123.721,-3.87891
-123.714,-3.87824
-123.707,-3.87783
-123.701,-3.87728
-123.694,-3.87735
-123.688,-3.87705
-123.681,-3.877
-123.675,-3.877
-123.668,-3.87671
-123.662,-3.8761
-123.655,-3.8752
-123.649,-3.8749
-123.642,-3.87479
-123.636,-3.87436
-123.629,-3.87462
-123.622,-3.87462
-123.616,-3.87451
-123.609,-3.87403
-123.603,-3.87355
-123.596,-3.87331
-123.59,-3.87283
-123.583,-3.87198
-123.577,-3.87132
-123.57,-3.87138
-123.564,-3.87109
-123.557,-3.87061
-123.551,-3.87068
-123.544,-3.87087
-123.538,-3.87094
-123.531,-3.8699
-123.525,-3.86912
-123.518,-3.86882
-123.512,-3.86902
-123.505,-3.86908
-123.499,-3.86897
-123.492,-3.86885
-123.486,-3.86807
-123.479,-3.86777
-123.472,-3.8676
-123.466,-3.86675
-123.459,-3.86597
-123.453,-3.86579
-123.446,-3.86592
-123.44,-3.86562
-123.433,-3.86545
-123.427,-3.86551
-123.42,-3.86601
-123.414,-3.86571
-123.407,-3.86444
-123.401,-3.86359
-123.394,-3.86312
-123.387,-3.86281
-123.381,-3.86258
-123.374,-3.86277
-123.368,-3.86284
-123.361,-3.86236
-123.355,-3.86206
-123.348,-3.86194
-123.342,-3.86171
-123.335,-3.86141
-123.329,-3.86033
-123.322,-3.8599
-123.316,-3.85961
-123.309,-3.85979
